Automated GUI Testing of Android Apps: From Research to Practice,ran:2017:AGT:3098344.3098518,2017,yes
Automated identification of callbacks in Android framework using machine learning techniques,I:000440521100005,2018,no
Automated identification of installed malicious Android applications,IDO2013S96,2013,yes
Automated Mobile UI Test Fragility: An Exploratory Assessment Study on Android,ppola:2016:AMU:2945404.2945406,2016,doubt
Automated Model-Based Android GUI Testing using Multi-level GUI Comparison Criteria,I:000390237000026,2016,yes
Automated parallel GUI testing as a service for mobile applications,i2018,2018,yes
Automated poisoning attacks and defenses in malware detection systems: An adversarial machine learning approach,EN2018326,2018,yes
Automated Security Configuration Checklist for Apple iOS Devices Using SCAP v1.2,etunji2018,2018,yes
Automated Software Testing Based on Hierarchical State Transition Matrix for Smart TV,I:000401431300122,2017,no
Automated support to capture and validate security requirements for mobile apps,sop201697,2016,no
Automated test input generation for android: Towards getting there in an industrial case,eng2017253,2017,no
Automated testing environment and assessment of assignments for Android MOOC,deja201880,2018,no
Automated testing tools for mobile applications,ad2014,2014,doubt
Automated usability testing for mobile applications,uth2014149,2014,yes
Automated verification of security policies in mobile code,aghin200737,2007,yes
Automatic acceptance test case generation from essential use cases,malrudin2014246,2014,yes
Automatic security verification of mobile app configurations,I:000419409200041,2018,yes
Automating GUI testing for android applications,201177,2011,yes
Automating UI Tests for Mobile Applications with Formal Gesture Descriptions,senius:2014:AUT:2628363.2628391,2014,doubt
BehaveSense: Continuous authentication for security-sensitive mobile apps using behavioral biometrics,NG20199,2019,no
Behavioral malware detection approaches for Android,in2016,2016,yes
Best practices in mobile security,LCKE20169,2016,yes
"Breaking into the vault: Privacy, security and forensic analysis of Android vault applications",ANG2017516,2017,yes
Bridging mobile security gaps,AULOV20165,2016,yes
Building a Model-Based GUI Test Automation System for Mobile Applications,o20161605,2016,yes
CANDYMAN: Classifying Android malware families by modelling dynamic traces with Markov chains,RTIN2018121,2018,yes
CATE: Concolic Android Testing Using Java PathFinder for Android Applications,Afee2017213,2017,doubt
Categorizing Configuration Parameters of Smartphones for Energy Performance Testing,ik:2014:CCP:2593501.2593504,2014,yes
CDRep: Automatic repair of cryptographic misuses in android applications,2016711,2016,yes
CDroid: practically implementation a formal-analyzed CIFC model on Android,2018231,2018,no
Chapter 10 - Exploring Mobile Data Security with Energy Awareness,ENG2017203,2017,no
"Chapter 11 - Effective Security Assessment of Mobile Apps with MAVeriC: Design, Implementation, and Integration of a Unified Analysis Environment for Mobile Apps",STA2017217,2017,no
Chapter 25 - Security Management Systems,RMENING2017421,2017,no
Chapter 6 - Trends in Model-based GUI Testing,LT2012183,2012,no
Chapter 7 - On Discovering Vulnerabilities in Android Applications,2017155,2017,no
Characterizing Android apps' behavior for effective detection of malapps at large scale,NG201730,2017,yes
Characterizing malicious Android apps by mining topic-specific data flow signatures,NG201727,2017,yes
CiD: Automating the Detection of API-related Compatibility Issues in Android Apps,:2018:CAD:3213846.3213857,2018,yes
Circumventing iOS security mechanisms for APT forensic investigations: A security taxonomy for cloud apps,RAZIO2018247,2018,yes
Classifying Android Malware with Dynamic Behavior Dependency Graphs,46970,2016,yes
Classifying obstructive sleep apnea using smartphones,MARDINI2014251,2014,no
Closed-Loop Quantitative Verification of Rate-Adaptive Pacemakers,oletti:2018:CQV:3236466.3152767,2018,no
"Cloud-Based Mobile App Testing Framework: Architecture, Implementation and Execution",jas:2016:CMA:2993288.2993301,2016,no
"Cloudlet deployment in local wireless networks: Motivation, architectures, applications, and open challenges",AUKAT201618,2016,no
Coding-based cooperative caching in on-demand data broadcast environments,2017138,2017,no
Collaborative verification of information flow for a high-assurance app store,nst20141092,2014,yes
Comparison of bronchodilator response in patients with asthma and healthy subjects using spirometry and oscillometry,IR2011317,2011,no
Compatibility testing service for mobile applications,ang2015179,2015,yes
Competitive dynamics in electronic networks: A model and the case of interorganizational systems,I:000246043400002,2007,no
Compositional verification of application-level security properties,nawan201375,2013,yes
Crowdsourced Testing Services for Mobile Apps,ang201775,2017,no
CrowdSourcing Based Online Petitioning System for Pothole Detection Using Android Platform,IGO2016316,2016,no
Data vulnerability detection by security testing for Android applications,lva2013,2013,yes
Deep Convolutional Neural Network on iOS mobile devices (Invited Paper),en2016130,2016,no
Delivering secure applications on commercial mobile devices: The case for bare metal hypervisors,deth201133,2011,doubt
Detecting Android Malware Based on Extreme Learning Machine,28366,2017,yes
Detecting Android Malware Using Sequences of System Calls,nfora:2015:DAM:2804345.2804349,2015,yes
Detecting Antipatterns in Android Apps,cht:2015:DAA:2825041.2825078,2015,no
Detecting Display Energy Hotspots in Android Apps,02585,2015,yes
Detecting Energy Bugs and Hotspots in Mobile Apps,I:000452049800051,2014,yes
Detecting malicious behaviors in repackaged android apps with loosely-coupled payloads filtering scheme,ang2015454,2015,yes
Detecting malware across operating systems,ANGE201511,2015,yes
Detecting mobile application malicious behaviors based on data flow of source code,en20141,2014,yes
Detecting mobile malware threats to homeland security through static analysis,O201443,2014,yes
Detecting repurposing and over-collection in multi-party privacy requirements specifications,20419,2015,no
Detection of Energy Inefficiencies in Android Wear Watch Faces,ang:2018:DEI:3236024.3236073,2018,yes
Detection of Intent-Based Vulnerabilities in Android Applications,lva2013397,2013,yes
Detection of malicious applications on android OS,Cerbo2011138,2011,yes
Detection of repackaged mobile applications through a collaborative approach,I:000358163500008,2015,yes
Developing mobile 2D barcode/RFID-based maintenance management system,N2014110,2014,no
Diagnosability verification with Petri net unfoldings,dalinski201049,2010,no
DPCM-AQB speech codecs employing autocorrelation based vector quantizers for mobile applications,NGIZEVCI199169,1991,no
DroidDet: Effective and robust detection of android malware using static analysis along with rotation forest model,u2018638,2018,yes
DroidInjector: A process injection-based dynamic tracking system for runtime behaviors of Android applications,N2017224,2017,yes
DroidNative: Automating and optimizing detection of Android native code malware variants,AM2017230,2017,yes
Droidsentry: Efficient Code Integrity and Control Flow Verification on TrustZone Devices,ciu2017156,2017,no
Duet: Library Integrity Verification for Android Applications,:2014:DLI:2627393.2627404,2014,no
Dynamic detection of inter-application communication vulnerabilities in android,y2015118,2015,doubt
E-SSL: An SSL security-enhanced method for bypassing MITM attacks in mobile internet,ao2017101,2017,yes
Effective detection of android malware based on the usage of data flow APIs and machine learning,201617,2016,yes
Effects of interface design factors on affective responses and quality evaluations in mobile applications,ANDARI2017525,2017,yes
EHBDroid: Beyond GUI Testing for Android Applications,I:000417469700006,2017,yes
Empirical assessment of machine learning-based malware detectors for Android: Measuring the gap between in-the-lab and in-the-wild validation scenarios,lix2016183,2016,yes
Energy-aware network/interface selection and handover application for android-based mobile devices,YSUZ201717,2017,yes
Energy-aware Test-suite Minimization for Android Apps,bbarvand:2016:ETM:2931037.2931067,2016,yes
Energy-efficient automatic location-triggered applications on smartphones,N201429,2014,yes
Energy-efficient multisite offloading policy using Markov decision process for mobile cloud computing,REFE201675,2016,doubt
EnergyPatch: Repairing Resource Leaks to Improve Energy-Efficiency of Android Apps,nerjee2018470,2018,yes
Ensuring Android Execution Containers with Formal Methods,63090,2018,yes
EnTrack: A System Facility for Analyzing Energy Consumption of Android System Services,e:2015:ESF:2750858.2807531,2015,yes
ErgoMobile: A software to support usability evaluations in mobile devices using observation techniques,leti2017363,2017,no
Evaluating Convolutional Neural Network for Effective Mobile Malware Detection,I:000418466000250,2017,yes
Evaluating Features and Effectiveness of Secure QR Code Scanners,dheria201840,2017,yes
Evaluating the Model-Based Testing Approach in the Context of Mobile Applications,CLEVAFARTO20153,2015,no
Evaluating the quality of test data under the influence of vigilance parameter in flexfis,49308,2012,no
Evolutionary trends of digital content in mobile applications,I:000368296000010,2015,no
Facilitating professionals' work-based learning with context-aware mobile system,ANG20163,2016,no
Farm and environment information bidirectional acquisition system with individual tree identification using smartphones for orchard precision management,AN2015101,2015,no
Feasibility analysis and proof of concept for thermoelectric energy harvesting in mobile computers,I:000318242100025,2013,no
Features and usability assessment of a patient-centered mobile application (HeartMapp) for self-management of heart failure,HILINGAM2016156,2016,yes
Finding Resume and Restart Errors in Android Applications,I:000393581000050,2016,doubt
Flexible and secure service discovery in ubiquitous computing,SCHETTA2010128,2010,no
Formal Analysis of Android Application Behavior with Real-Time Maude,72677,2015,yes
Formal Analysis of Android's Permission-Based Security Model,I:000398352000002,2016,yes
Formal based correctness check for ePASS-IoS 1.1 process models with integrated user support for error correcting,rgert201420,2014,no
Framework of performance evaluation for mobile process based on mobile ambient,57251,2004,yes
Frameworks for validation of mobile software project performance,m2012539,2012,doubt
Free mobile apps on depression for Indian users: A brief overview and critique,MAR2017124,2017,no
From bicycle to bites: Indoor vs. outdoor user testing methodologies of georeferenced mobile apps,llini2016369,2016,no
FuzzerAPP:The Robustness Test of Application Component Communication in Android,ang2017338,2017,yes
Fuzzy constraint satisfaction approach for landmark recognition in mobile robotics,ero2006275,2006,no
Generation of SDN policies for protecting android environments based on automata learning,hnepf20181,2018,doubt
Graph-aided Directed Testing of Android Applications for Checking Runtime Privacy Behaviours,ng:2016:GDT:2896921.2896930,2016,yes
Graph-Based Logic Bit Slicing for Datapath-Aware Placement,ang:2017:GLB:3061639.3062254,2017,no
Group centric networking: A new approach for wireless multi-hop networking,PERMAN2018160,2018,no
"Guided, stochastic model-based GUI testing of android apps",2017245,2017,yes
GuideMe -- A Tourist Guide with a Recommender System and Social Interaction,ANETS2014407,2014,no
HEMD: a highly efficient random forest-based malware detection framework for Android,u20183353,2018,yes
Heredabilidad de Laflexibilidad: un Estudio Hecho con Hermanos Gemelos,DAS199721,1997,no
HF app to support self-care among community dwelling adults with HF: A feasibility study,STER201893,2018,no
How to build vehicular ad-hoc networks on smartphones,BALLEROGIL2013996,2013,no
HSC-IoT: A Hardware and Software Co-Verification Based Authentication Scheme for Internet of Things,ssain2017109,2017,no
Hybrid detection using permission analysis for android malware,ao2015541,2015,no
Identifying android malicious repackaged applications by thread-grained system call sequences,N2013340,2013,no
"Identifying back doors, attack points, and surveillance mechanisms in iOS devices",ZIARSKI20143,2014,doubt
Identifying threshold values of an open source software using Receiver Operating Characteristics curve (ROC),I:000396659800003,2017,no
Impact of fuzziness categorization on divide and conquer strategy for instance selection,hfaq20171007,2017,no
Implementation of automated testing system for android applications based on dynamic taint propagation,92229,2014,yes
Inference attack in Android Activity based on program fingerprint,NG201992,2019,yes
Inferring the Detection Logic and Evaluating the Effectiveness of Android Anti-Virus Apps,i:2016:IDL:2857705.2857719,2016,yes
Instance based security risk value estimation for Android applications,YPIR201820,2018,yes
Intent security testing: An approach to testing the intent-based vulnerability of android components,lva2013355,2013,yes
Intention to disclose personal information via mobile applications: A privacy calculus perspective,NG2016531,2016,no
Interactive System Testing: Beyond GUI Testing,nny:2018:IST:3220134.3220146,2018,yes
IVDroid: Static detection for input validation vulnerability in Android inter-component communication,ng2015378,2015,yes
Leafactor: Improving Energy Efficiency of Android Apps via Automatic Refactoring,uz:2017:LIE:3104086.3104127,2017,yes
Learning to prioritize GUI test cases for android laboratory programs,ng2016,2016,yes
Leveraging ontologies and machine-learning techniques for malware analysis into Android permissions ecosystems,VARRO2018429,2018,yes
Limitations of Energy Expenditure Calculation Based on a Mobile Phone Accelerometer,35068,2017,yes
Linear SVM-Based Android Malware Detection for Reliable IoT Services,I:000343508700001,2014,yes
M-perm: A Lightweight Detector for Android Permission Gaps,ester:2017:MLD:3104086.3104135,2017,yes
Machine learning based mobile malware detection using highly imbalanced network traffic,EN2018346,2018,yes
Machine learning-assisted signature and heuristic-based detection of malwares in Android devices,HMAN2018828,2018,yes
MalDozer: Automatic framework for android malware detection using deep learning,RBAB2018S48,2018,yes
Malware detection method of android application based on simplification instructions,NG201494,2014,yes
Managing mobile security: How are we doing?,ODE201012,2010,yes
MASON: Mobile autonomic security for network access controls,TZGERALD201314,2013,yes
MBotCS: A mobile botnet detection system based on machine learning,ng2016274,2016,yes
Measuring Android App Repackaging Prevalence based on the Permissions of App,STOGI20161436,2016,no
Measuring mobile phone energy consumption for 802.11 wireless networking,CE2010593,2010,yes
Measuring the Insecurity of Mobile Deep Links of Android,I:000428763700056,2017,doubt
Mining permission patterns for contrasting clean and malicious android applications,ONSAMY2014122,2014,yes
Mitigation and risk factor analysis of android applications,ARMA2018416,2018,no
Mobile app security analysis with the MAVeriC static analysis,mando2014103,2014,yes
Mobile application security for video streaming authentication and data integrity combining digital signature and watermarking techniques,essa2007634,2007,no
Mobile application testing --- Challenges and solution approach through automation,96451,2013,doubt
Mobile application usability testing in quasi-real conditions-the synergy of using different methods,rys2018362,2018,yes
Mobile Application Web API Reconnaissance: Web-to-Mobile Inconsistencies {\&} Vulnerabilities,ndoza2018756,2018,yes
Mobile applications software testing methodology,m2012158,2012,yes
Mobile device penetration testing framework and platform for the mobile device security course,24881,2015,yes
Mobile devices -- the most hostile environment for security?,USE201211,2012,yes
Mobile Farm for Software Testing,zgovoy:2018:MFS:3236112.3236117,2018,yes
Mobile GUI Testing Fragility: A Study on Open-Source Android Applications,77182,2018,yes
Mobile malware detection through analysis of deviations in application network behavior,ABTAI20141,2014,yes
"Mobile Software Testing: Thoughts, Strategies, Challenges, and Experimental Study",I:000381939800003,2016,yes
Mobile Test Automation Framework for a Multi-Language Application,I:000337480900028,2014,yes
Mobile Testing,ller:2013:MT:2532780.2532813,2013,yes
MobileTest: A Tool Supporting Automatic Black Box Test for Software on Smart Mobile Devices,:2007:MTS:1270230.1270261,2007,yes
Model Checking for Mobile Android Malware Evolution,67989,2017,yes
Model-based conformance testing for android,ng20121,2012,yes
Model-based static source code analysis of java programs with applications to android security,2012322,2012,yes
Modeling and Analyzing the Android Permission Framework using High Level Petri Nets,I:000426842400026,2017,no
MORPHDROID: Fine-grained privacy verification,rrara2015371,2015,no
"Multi-evaluation for inclusivity: Combining inspection, test, survey and life-size evaluation to assess the use of a mobile system for all",vian2011286,2011,doubt
Multi-Process Runtime Verification for Android,06005,2017,no
Multi-tenant Verification-as-a-Service (VaaS) in a cloud,2016122,2016,no
Multivariate Testing of Native Mobile Applications,lzmann:2014:MTN:2684103.2684119,2014,no
Mutation operators for testing Android apps,NG2017154,2017,no
Network and device forensic analysis of Android social-messaging applications,LNYCKY2015S77,2015,no
NIVAnalyzer: A Tool for Automatically Detecting and Verifying Next-Intent Vulnerabilities in Android Apps,28006,2017,yes
"NOPA, Usability Testing of an Application to Help Patients During the Treatment of Infectious, and Chronic Diseases in Brazil",CIEL20156388,2015,yes
Offline Mobile Security,37303,2018,yes
On Applying Experience Sampling Method to A/B Testing of Mobile Applications: A Case Study,I:000364653500017,2015,no
On building a cloud-based mobile testing infrastructure service system,O201739,2017,no
On building test automation system for mobile applications using GUI ripping,o2016480,2016,yes
On deterministic chaos in software reliability growth models,ZDANBAKHSH20161256,2016,no
On robust malware classifiers by verifying unwanted behaviours,en2016326,2016,yes
On the (in)security of mobile two-factor authentication,itrienko2014365,2014,yes
"On the accuracy, efficiency, and reusability of automated test oracles for android devices",n2014957,2014,yes
On the Best Sensor for Keystrokes Inference Attack on Android,HAIQI2013989,2013,no
On the effectiveness of scheduling fuzz testing,en2015841,2015,yes
On the Feasibility of Automatic Malware Family Signature Generation,ang:2018:FAM:3203422.3203430,2018,yes
On the impact of code smells on the energy consumption of mobile applications,LOMBA201943,2019,yes
One-dimensional convolutional neural networks for Android malware detection,segawa201899,2018,yes
Optimizing power consumption in multicore smartphones,2016124,2016,yes
PAL: A pseudo assembly language for optimizing secure function evaluation in mobile devices,OD201878,2018,no
PATS: A Parallel GUI Testing Framework for Android Applications,n2015210,2015,yes
Pattern based GUI testing for mobile applications,sta201466,2014,yes
Performance analysis of mobile systems,assi2005107,2005,yes
Performance Analysis of Spotify{\textregistered} for Android with Model-Based Testing,pada2017,2017,yes
Performance Evaluation and Optimization for Android-Based Web Server,ao2018246,2017,no
Performance evaluation of online mobile application using Test My App,ndaraRajan20151148,2015,yes
Performance of automation testing tools for android applications,naga2018534,2018,yes
Performance of malware classifier for android,am2015,2015,yes
Performance testing based on test-driven development for mobile applications,m2009612,2009,yes
Performance validation of mobile software architectures,assi2002346,2002,yes
Permission based Android security: Issues and countermeasures,NG2014205,2014,yes
Picking on the family: Disrupting android malware triage by forcing misclassification,LLEJA2018113,2018,yes
Pin it! Improving Android network security at runtime,hov2016297,2016,no
PMC2O: Mobile cloudlet networking and performance analysis based on computation offloading,N201786,2017,no
PolEnA: Enforcing fine-grained permission policies in android,sta2017407,2017,doubt
Potential Component Leaks in Android Apps: An Investigation into a New Feature Set for Malware Detection,2015195,2015,yes
Practical exploit generation for intent message vulnerabilities in android,llingani2015155,2015,yes
"Practical, Formal Synthesis and Automatic Enforcement of Security Policies for Android",79768,2016,yes
Preventing library spoofing on android,tze20151136,2015,yes
Prioritizing Test Cases for Memory Leaks in Android Applications,I:000383055100004,2016,yes
QRFence: A flexible and scalable QR link security detection framework for Android devices,NG2018663,2018,yes
Quality assurance of a mobile network measurement testbed through systematic software testing,el20163,2016,no
R-Droid: Leveraging android app analysis with static slice optimization,ckes2016129,2016,yes
Ransomware Inside Out,84627,2016,yes
Ransomware Steals Your Phone. Formal Methods Rescue It,I:000379297600014,2016,yes
Reliability Testing of a Mobile App Quality Assessment Tool,FILIPPO2016S42,2016,yes
Reliable mobile application modeling based on open API,ng2009168,2009,yes
Reprint of ``You can't touch this: Consumer-centric android application repackaging detection'',RULIAN2018537,2018,yes
Research and Implementation of Mobile Application Security Detection Combining Static and Dynamic,37376,2018,yes
Research on non-authorized privilege escalation detection of android applications,ng2016563,2016,yes
Research on software security and compatibility test for mobile application,u2014140,2014,yes
Responsiveness Analysis Tool for Android Application,gkosit:2014:RAT:2661694.2661695,2014,no
"Revenue models, in-app purchase, and the app performance: Evidence from Apple's App Store and Google Play",MA2016173,2016,no
Reviewing the data security and privacy policies of mobile apps for depression,OUGHLIN2018,2018,yes
Risk analysis of Android applications: A user-centric solution,NI2018505,2018,yes
RobotDroid-A keyword-driven testing tool for android applications,u20151865,2015,yes
RoppDroid: Robust permission re-delegation prevention in Android inter-component communication,I201798,2017,no
Runtime verification and enforcement for android applications with RV-droid,lcone201388,2013,yes
Runtime verification meets android security,uer2012174,2012,yes
"SafeCandy: System for security, analysis and validation in Android",I:000420076400006,2015,yes
Safety detection method of Android App based on Drozer,I:000450238300042,2018,yes
SAM: The static analysis module of the MAVERIC mobile app security verification platform,mando2015225,2015,yes
SCREDENT: Scalable Real-time Anomalies Detection and Notification of Targeted Malware in Mobile Devices,NEIL20161219,2016,yes
"Scripted GUI Testing of Android Apps: A Study on Diffusion, Evolution and Fragility",ppola:2017:SGT:3127005.3127008,2017,yes
SecureDroid: Enhancing Security of Machine Learning-based Detection Against Adversarial Android Malware Attacks,en:2017:SES:3134600.3134636,2017,yes
Securing android applications via edge assistant third-party library detection,NG2019257,2019,yes
Securing Android In-app Billing service against automated attacks,m2016259,2016,yes
Security analysis and vulnerability detection of gesture-based lock in android applications,ng2016410,2016,yes
Security analysis of bluetooth low energy based smart wristbands,ang2017421,2017,yes
Security analysis of mobile crowd sensing applications,OH2018,2018,yes
Security analysis testing for secure instant messaging in Android with study case: Telegram,49630,2016,yes
Security Checking Experiments with Mobile Services,34938,2018,yes
Security considerations related to the use of mobile devices in the operation of critical infrastructures,MANDO2014247,2014,yes
Security quality assurance through penetration testing,40115,2016,yes
