A comparison of mobile form controls for different tasks,DENIZ201997,2019,doubt
Analysis of evolutionary algorithms to improve software defect prediction,lhotra2018301,2018,doubt
An Approach for iOS Applications' Testing,I:000429846000005,2018,doubt
RootAgency: A digital signature-based root privilege management agency for cloud terminal devices,I:000429760800003,2018,doubt
``Electronic Secure Vehicle Verification System Using Advanced Digi-Locker System'',29450,2018,doubt
User Experience of Mobile Application's Interface: Measurement Development,ng:2018:UEM:3227696.3227698,2018,doubt
Dynamic analysis with Android container: Challenges and opportunities,AU201838,2018,doubt
Simulation-based investigation of energy management concepts for fuel cell -- battery -- hybrid energy storage systems in mobile applications,YERS2018295,2018,doubt
FAMOUS: Forensic Analysis of MObile devices Using Scoring of application permissions,MAR2018158,2018,doubt
Reviewing the data security and privacy policies of mobile apps for depression,OUGHLIN2018,2018,doubt
Software systems at risk: An empirical study of cloned vulnerabilities in practice,M2018720,2018,doubt
PAL: A pseudo assembly language for optimizing secure function evaluation in mobile devices,OD201878,2018,doubt
Automated poisoning attacks and defenses in malware detection systems: An adversarial machine learning approach,EN2018326,2018,doubt
A survey of Android exploits in the wild,NG201871,2018,doubt
Systematic literature review of mobile application development and testing effort estimation,UR2018,2018,doubt
Reducing redundancy of test cases generation using code smell detection and refactoring,RAHIM2018,2018,doubt
Specification tests based on MCMC output,2018237,2018,doubt
Chapter 20 - Nondestructive Hardware and Software Solutions,IR2018297,2018,doubt
Enhancing awareness on green consumption of electronic devices: The application of Augmented Reality,KAROO2018279,2018,doubt
UFace: Your universal password that no one can see,N2018627,2018,doubt
Large-scale Analysis of Framework-specific Exceptions in Android Apps,53100,2018,doubt
Towards Model Checking Android Applications,I:000435335100005,2018,doubt
RiskLaine: A Probabilistic Approach for Assessing Risk in Certificate-Based Security,narejos20181975,2018,doubt
Guided test case generation for mobile apps in the TRIANGLE project: Work in progress,nizo2017192,2017,doubt
ErgoMobile: A software to support usability evaluations in mobile devices using observation techniques,leti2017363,2017,doubt
FuzzerAPP:The Robustness Test of Application Component Communication in Android,ang2017338,2017,doubt
Collaborative economy for testing cost reduction on Android ecosystem,ria201711,2017,doubt
CATE: Concolic Android Testing Using Java PathFinder for Android Applications,Afee2017213,2017,doubt
Automated test input generation for android: Towards getting there in an industrial case,eng2017253,2017,doubt
Deep android malware detection and classification,nayakumar20171677,2017,doubt
Security analysis of bluetooth low energy based smart wristbands,ang2017421,2017,doubt
Appwrapping Providing fine-grained security policy enforcement per method unit in android,e201736,2017,doubt
A Generation Method of Automation Test Cases Based on Android,I:000417222700167,2017,doubt
Automated Software Testing Based on Hierarchical State Transition Matrix for Smart TV,I:000401431300122,2017,doubt
Evaluating Convolutional Neural Network for Effective Mobile Malware Detection,I:000418466000250,2017,doubt
A Mechanism of Reliable and Standalone Script Generator on Android,99083,2017,doubt
An Empirical Study on Android-Related Vulnerabilities,62350,2017,doubt
AndroTaint: An efficient android malware detection framework using dynamic taint analysis,76989,2017,doubt
Identifying Threat Patterns of Android Applications,26043,2017,doubt
Model Checking for Mobile Android Malware Evolution,67989,2017,doubt
"Twinkle twinkle little DroidDream, How I wonder what you are?",99579,2017,doubt
Limitations of Energy Expenditure Calculation Based on a Mobile Phone Accelerometer,35068,2017,doubt
A JSON Token-Based Authentication and Access Management Schema for Cloud SaaS Applications,14462,2017,doubt
The state of ransomware. Trends and mitigation techniques,10056,2017,doubt
What Are Software Engineers Asking About Android Testing on Stack Overflow?,llanes:2017:SEA:3131151.3131157,2017,doubt
SecureDroid: Enhancing Security of Machine Learning-based Detection Against Adversarial Android Malware Attacks,en:2017:SES:3134600.3134636,2017,doubt
SUPR-Qm: A Questionnaire to Measure the Mobile App User Experience,uro:2017:SQM:3173069.3173072,2017,doubt
Evaluating the Privacy Guarantees of Location Proximity Services,gyros:2017:EPG:3018656.3007209,2017,doubt
How developers micro-optimize Android apps,NARESVASQUEZ20171,2017,doubt
Energy-aware network/interface selection and handover application for android-based mobile devices,YSUZ201717,2017,doubt
Characterizing malicious Android apps by mining topic-specific data flow signatures,NG201727,2017,doubt
Chapter 7 - On Discovering Vulnerabilities in Android Applications,2017155,2017,doubt
Android resource usage risk assessment using hidden Markov model and online learning,SHIDI201790,2017,doubt
Taming energy cost of disk encryption software on data-intensive mobile devices,2017,2017,doubt
Chapter 25 - Security Management Systems,RMENING2017421,2017,doubt
A hybrid approach of mobile malware detection in Android,NG201722,2017,doubt
DroidNative: Automating and optimizing detection of Android native code malware variants,AM2017230,2017,doubt
Static analysis of android apps: A systematic literature review,201767,2017,doubt
A pragmatic android malware detection procedure,LUMBO2017689,2017,doubt
Diagnosing user perception and acceptance using eye tracking in web-based end-user development,AFILKOU201723,2017,doubt
Multi-tenant Verification-as-a-Service (VaaS) in a cloud,2016122,2016,doubt
An Android malware detection method based on AndroidManifest file,2016239,2016,doubt
A solution of code authentication on android,ang2016356,2016,doubt
Feature selection and ensemble of classifiers for Android malware detection,ronado-De-Alba2016,2016,doubt
Behavioral malware detection approaches for Android,in2016,2016,doubt
Understanding and defending the binder attack surface in android,ng2016398,2016,doubt
R-Droid: Leveraging android app analysis with static slice optimization,ckes2016129,2016,doubt
Empirical assessment of machine learning-based malware detectors for Android: Measuring the gap between in-the-lab and in-the-wild validation scenarios,lix2016183,2016,doubt
"Android malware detection technology based on improved Na{\""{i}}ve Bayesian",201643,2016,doubt
Evaluating probabilistic model checking tools for verification of robot control policies,thak2016287,2016,doubt
Apsaras: Efficient Allocation of Physical Devices for Android Testing,I:000389533300033,2016,doubt
Three Step Authentication Technique To Safeguard The Data Present In An Android Device,I:000410760200025,2016,doubt
Hearing Tests on Mobile Devices: Evaluation of the Reference Sound Level by Means of Biological Calibration,I:000405759000001,2016,doubt
An Android System Vulnerability Risk Evaluation Method for Heap Overflow,80477,2016,doubt
A Methodology for Estimating Performance and Power Consumption of Embedded Flash File Systems,ivier:2016:MEP:2982215.2903139,2016,doubt
Your life in your hands: the security issues with healthcare apps,NSFIELDDEVINE201614,2016,doubt
On the effectiveness of scheduling fuzz testing,en2015841,2015,doubt
AndroidFuzzer: Detecting android vulnerabilities in fuzzing cloud,20153859,2015,doubt
GRINDER: On Reusability of Fault Injection Tools,nter201575,2015,doubt
RobotDroid-A keyword-driven testing tool for android applications,u20151865,2015,doubt
IVDroid: Static detection for input validation vulnerability in Android inter-component communication,ng2015378,2015,doubt
Understanding the test automation culture of app developers,chhar2015,2015,doubt
"Dude, ask the experts!: Android resource access permission recommendation with RecDroid",40304,2015,doubt
Detecting Antipatterns in Android Apps,cht:2015:DAA:2825041.2825078,2015,doubt
Detecting Android Malware Using Sequences of System Calls,nfora:2015:DAM:2804345.2804349,2015,doubt
How to the Smash Next Billion Mobile App Bugs?,andra:2015:SNB:2786984.2786997,2015,doubt
Crowdsourced Exploration of Security Configurations,mail:2015:CES:2702123.2702370,2015,doubt
Automated testing tools for mobile applications,ad2014,2014,doubt
Formal verification of security properties in trust management policy,u201469,2014,doubt
Static Analysis for Independent App Developers,I:000348907400048,2014,doubt
Energy-efficient automatic location-triggered applications on smartphones,N201429,2014,doubt
Amplifying Tests to Validate Exception Handling Code: An Extended Study in the Mobile Application Domain,ang:2014:ATV:2668018.2652483,2014,doubt
Mobile Testing,ller:2013:MT:2532780.2532813,2013,doubt
SimTester: A Controllable and Observable Testing Framework for Embedded Systems,:2012:SCO:2151024.2151034,2012,doubt
Test coverage optimization for large code problems,N201216,2012,doubt
Design patterns for user interface for mobile applications,lsson2009307,2009,doubt
"Array of things for smart health solutions injury prevention, performance enhancement and rehabilitation",oshaSenanayake2019598,2019,no
A novel additive manufactured three-dimensional piezoelectric transducer: Systematic modeling and experimental validation,ng2019346,2019,no
Design Variations for Improved Usability of Mobile Data Capture in Rural Uganda,I:000450908300081,2019,no
Ordered CdSe-sensitized TiO2 inverse opal film as multifunctional surface-enhanced Raman scattering substrate,NG2019357,2019,no
Process state synchronization-based application execution management for mobile edge/cloud computing,MED2019579,2019,no
EVAPO: A smartphone application to estimate potential evapotranspiration using cloud gridded meteorological data from NASA-POWER system,LDONADO2019187,2019,no
An emotion regulation app for school inclusion of children with ASD: Design principles and evaluation,GE20191,2019,no
Investigation of three-dimensional flow regime and mixing characteristic in T-jet reactor,ANG20191561,2019,no
Binary search tree based hierarchical placement algorithm for IoT based smart parking applications,ZILKAYA201971,2019,no
PUFPass: A password management mechanism based on software/hardware codesign,O2019173,2019,no
Preventing the propagation of a new kind of illegitimate apps,PET2019368,2019,no
Securing android applications via edge assistant third-party library detection,NG2019257,2019,no
Quality analysis of multi-GNSS raw observations and a velocity-aided positioning approach based on smartphones,U2019,2019,no
How reliable are self-assessments using mobile technology in healthcare? The effects of technology identity and self-efficacy,YCHAV201952,2019,no
Comparative analysis of precise point positioning processing technique with GPS low-cost in different technologies with academic software,MEROANDRADE2019337,2019,no
Drop computing: Ad-hoc dynamic collaborative computing,OBANU2019889,2019,no
Does it last? Long-term impacts of an app-based behavior change intervention on household electricity savings in Switzerland,MYSS201916,2019,no
Development of real-time visual monitoring system for vibration effects on fresh concrete,AN201961,2019,no
C5.0: Advanced Decision Tree (ADT) classification model for agricultural data analysis on cloud,JESWARI2019530,2019,no
Incorporation of a multi-modal interactive exercise on student pharmacists' perceptions of lifestyle modification in weight loss promotion,NSUKHANI2019,2019,no
"Home-delivered attention bias modification training via smartphone to improve attention control in sub-clinical generalized anxiety disorder: A randomized, controlled multi-session experiment",NG2019444,2019,no
Combining Automated GUI Exploration of Android apps with Capture and Replay through Machine Learning,ALFITANO201995,2019,no
Chapter 3.1 - Nonstandardized Lung Function Tests,BLONSKI201949,2019,no
Feasibility Study of an EHR-Integrated Mobile Shared Decision Making Application,Y2019,2019,no
No wink of sleep: Population sleep characteristics in response to the brexit poll and the 2016 U.S. presidential election,YZ2019112,2019,no
A holographic mobile-based application for practicing pronunciation of basic English vocabulary for Spanish speaking children,REZO201913,2019,no
Fast analysis of ketamine using a colorimetric immunosorbent assay on a paper-based analytical device,EN2019251,2019,no
Smart sensor for automatic drip irrigation system for paddy cultivation,RKUNAN2019180,2019,no
A smartphone-based portable analytical system for on-site quantification of hypochlorite and its scavenging capacity of antioxidants,NG2019524,2019,no
An evaluation for VR glasses system user experience: The influence factors of interactive operation and motion sickness,2019206,2019,no
Investigating the impact of cybersecurity policy awareness on employees' cybersecurity behavior,201913,2019,no
Development of a multiplexed giant magnetoresistive biosensor array prototype to quantify ovarian cancer biomarkers,EIN2019301,2019,no
Development of an Electronic Book Accessibility Standard for Physically Challenged Individuals and Deduction of a Production Guideline,RK2019,2019,no
Improving quality of teaching and learning in classes by using augmented reality video,P201988,2019,no
Large-scale otoscopic and audiometric population assessment: A pilot study,AN2019148,2019,no
Smartphone-based Ellman's colourimetric methods for the analysis of D-penicillamine formulation and thiolated polymer,ADUNGCHAROEN2019,2019,no
Mobile demonstration unit for fast- and catalytic pyrolysis: The combustion reduction integrated pyrolysis system (CRIPS),ATENG2019185,2019,no
Understanding the impact of perceived visual aesthetics on user evaluations: An emotional perspective,ANDARI201985,2019,no
Towards high accuracy GNSS real-time positioning with smartphones,BOVE201994,2019,no
"The global impact of science gateways, virtual research environments and virtual laboratories",RKER2019,2019,no
``Less Give More'': Evaluate and zoning Android applications,ZAK2019396,2019,no
The role of the adversary model in applied security research,2019156,2019,no
Towards a practical framework for code offloading in the Internet of Things,NEDETTO2019424,2019,no
Testing the novelty effect of an m-learning tool on internalization and achievement: A Self-Determination Theory approach,NO2019398,2019,no
The gap between certified and real-world passenger vehicle fuel consumption in China measured using a mobile phone application data,NDROR20198,2019,no
Extending MoWebA for MobileApps with functions in the cloud ?,nchiz2018312,2018,no
SARAEasy: A mobile app for cerebellar syndrome quantification and characterization,arouf201815,2018,no
Proposal of a supply chain architecture immersed in the industry 4.0,driguez2018677,2018,no
Automatic assessment of assignments for Android application programming courses,deja2018232,2018,no
Two datasets for sentiment analysis in software engineering,n2018712,2018,no
Mobile Application Web API Reconnaissance: Web-to-Mobile Inconsistencies {\&} Vulnerabilities,ndoza2018756,2018,no
Evaluation of multimedia streams in internet applications,lepoto2018,2018,no
Lifelogging data validation model for internet of things enabled personalized healthcare,ng201850,2018,no
TRIANGLE: A Platform to Validate 5G KPIs in End to End scenarios,yas2018,2018,no
Watermark extraction under print-cam process using wave atoms based blind digital watermarking,mad2018,2018,no
Reliability of lagged poincar{\'{e}} plot parameters in ultrashort heart rate variability series: Application on affective sounds,rdelli2018741,2018,no
Congestive Heart Failure Risk Assessment Monitoring through Internet of things and mobile Personal Health Systems,anakis20182925,2018,no
"An Integrated Wearable Sensor for Unobtrusive, Continuous Measurement of Autonomic Nervous System",hmud2018,2018,no
Outsourced Ciphertext-Policy based Privacy Preservation for Mobile Cloud Computing,mad2018128,2018,no
Combining humans and machines for the future: A novel procedure to predict human interest,med2018,2018,no
Piezologist: A Novel Wearable Piezoelectric-based Cardiorespiratory Monitoring System,mad2018,2018,no
Research on Multi-Dimensional Privacy Leakage Evaluation Model for Mobile Terminals [移动终端的多维度隐私泄露评估模型研究],20182134,2018,no
High structural coverage ABAC policy combination testing method based on a decision inheritance tree and data flow,ang20183881,2018,no
A certified reference validation mechanism for the permission model of android,tarte2018271,2018,no
Automated Security Configuration Checklist for Apple iOS Devices Using SCAP v1.2,etunji2018,2018,no
Formalization and Verification of Mobile Systems Calculus Using the Rewriting Engine Maude,e2018213,2018,no
Ripple: Reflection analysis for Android apps in incomplete information environments,ang20181419,2018,no
Invetter: Locating insecure input validations in android services,ang20181165,2018,no
CDroid: practically implementation a formal-analyzed CIFC model on Android,2018231,2018,no
Abstractions for security protocol verification,uyen2018459,2018,no
Enhanced mutual authentication system in mobile cloud environments,iya2018192,2018,no
Data confidentiality and integrity preserving outsourcing algorithm for matrix chain multiplication over malicious cloud server,mar20181251,2018,no
Analysis and verification of ECA rules in intelligent environments,cciagrano2018261,2018,no
Automatic detection of user abilities through the smartability framework,ittington2018,2018,no
Video content verification using blockchain technology,lensky2018208,2018,no
Cloud based secure storage for online examination stemtem,dekar201874,2018,no
Group-oriented range-bound key agreement for internet of things scenarios,ien20181890,2018,no
A framework for enhancing mobile workflow execution through injection of flexible security controls,rdel2018303,2018,no
A PKC-based user authentication scheme without smart card,mar20185379,2018,no
The sleepwalker framework: Verification and validation of autonomous vehicles by mixed reality LiDAR stimulation,fka2018151,2018,no
Invalid certificates in modern browsers: A socio-technical analysis,ustolisi2018509,2018,no
RINGA: Design and verification of finite state machine for self-adaptive software at runtime,e2018200,2018,no
Model-based design and optimization of electric vehicles,arka2018566,2018,no
A comparison of android reverse engineering tools via program behaviors validation based on intermediate languages transformation,natovich201812382,2018,no
Android malware classification base on application category using static code analysis,inordin20186853,2018,no
An optimized and secure BUTE - Binding update using twofold encryption for next generation IP mobility,thi20181311,2018,no
Generation of SDN policies for protecting android environments based on automata learning,hnepf20181,2018,no
Viola: Trustworthy Sensor Notifications for Enhanced Privacy on Mobile Systems,rzamohammadi20182689,2018,no
Iotverif: An automated tool to verify SSL/TLS certificate validation in android MQTT client applications,ghamdi201895,2018,no
MultiDroid: An energy optimization technique for multi-window operations on OLED smartphones,nny201831983,2018,no
Intellectual property protection in smart systems engineering on exchange of simulation models,kerle2018198,2018,no
Safe semi-supervised classification algorithm combined with active learning sampling strategy,ao20184001,2018,no
Performance evaluation of deep learning stock price by chart type for buying policy verification,ng2018646,2018,no
A more efficient secure fully verifiable delegation scheme for simultaneous group exponentiations,ritz201874,2018,no
Validation of a Commercial Android Smartwatch as an Activity Monitoring Platform,or2018968,2018,no
An efficient biometric based remote user authentication scheme for secure internet of things environment,y20181403,2018,no
Online signature verification by continuous wavelet transformation of speed signals,par201833,2018,no
Real-time driver advisory model: Intelligent transportation systems,uhuma2018,2018,no
SneakLeak+: Large-scale klepto apps analysis,andari2018,2018,no
"Privacy, security and policies: A review of problems and solutions with semantic web technologies",rrane2018153,2018,no
A new range-free algorithm based on hop correction of RSSI,ng20181205,2018,no
Data driven intrusion detection system for software defined networking enabled industrial internet of things,dhawa20181289,2018,no
Detecting vocal irony,rkhardt201811,2018,no
Composite algorithm for pervasive healthcare system -- a solution to find optimized route for closest available health care facilities,nesan20181,2018,no
Safety evaluation and consideration of 4 Pin Multi-needle for meso-therapy,m2018S291,2018,no
Systematic parsing of X.509: Eradicating security issues with a parse tree,renghi2018817,2018,no
Non-stationary MIMO Channel Modeling and Parameter Evolving Under 3D Scenarios [三维场景非平稳MIMO信道构建及参数演进方法],ang2018774,2018,no
Negative trust for conflict resolution in software management,imiero2018251,2018,no
Application of Zebris dynamometric platform and Arch Index in assessment of the longitudinal arch of the foot,browicz2018S543,2018,no
Compact deep learned feature-based face recognition for Visual Internet of Things,20186729,2018,no
Employing invariants for anomaly detection in software defined networking based industrial internet of things,dhawa20181267,2018,no
Towards Better Ocular Recognition for Secure Real-World Applications,rizi2018277,2018,no
Entity resolution framework using rough set blocking for heterogeneous web of data,dhya2018659,2018,no
Improved design and performance analysis of counterflow thrust vectoring technology under high subsonic,n20181213,2018,no
An eye detection method based on convolutional neural networks and support vector machines,2018345,2018,no
SAREF4health: IoT standard-based ontology-driven healthcare systems,reira2018239,2018,no
Identification of realistic distillation column using NARX based hybrid artificial neural network and artificial bee colony algorithm,leel20182075,2018,no
Application of intelligent forewarning system for desertification in China,ng20182721,2018,no
Fetal heart rate monitoring device using condenser microphone sensor: Validation and comparison to standard devices,mad2018573,2018,no
Analysis technique of a wearable IoT health information on the MAPHIS,2018224,2018,no
Gait Evaluation using Procrustes and Euclidean Distance Matrix Analysis,wary2018,2018,no
A graph-based approach for resolving incoherent ontology mappings,201815,2018,no
Correlates of state goal orientation for an MBA team project using a real-time performance feedback mobile application,I:000433004300002,2018,no
Characterizing mobile apps from a source and test code viewpoint,I:000436054200003,2018,no
Design and preliminary validation of a mobile application-based expert system to facilitate repair of medical equipment in resource-limited health settings,I:000433226900001,2018,no
Effective Validation Model and Use of Mobile Health Applications for the Elderly,I:000449771200004,2018,no
A Cardiopulmonary Monitoring System for Patient Transport Within Hospitals Using Mobile Internet of Things Technology: Observational Validation Study,I:000451079800001,2018,no
Future Information Technology Tools for Fighting Substandard and Falsified Medicines in Low- and Middle-Income Countries,I:000443132400001,2018,no
A Path to Better-Quality mHealth Apps,I:000440508400001,2018,no
Diagnostic Accuracy of a Novel Mobile Phone Application for the Detection and Monitoring of Atrial Fibrillation,I:000433402600010,2018,no
Legal framework for EaEurohealth products on the European market,I:000426098000005,2018,no
The Prescription of Mobile Apps by Primary Care Teams: A Pilot Project in Catalonia,I:000436209700001,2018,no
Automated identification of callbacks in Android framework using machine learning techniques,I:000440521100005,2018,no
"A Critical Review of Consumer Wearables, Mobile Applications, and Equipment for Providing Biofeedback, Monitoring Stress, and Sleep in Physically Active Populations",I:000436594600001,2018,no
GENDER DETECTION USING 3D ANTHROPOMETRIC MEASUREMENTS BY KINECT,I:000439051900001,2018,no
Using a ResearchKit Smartphone App to Collect Rheumatoid Arthritis Symptoms From Real-World Participants: Feasibility Study,I:000444907400001,2018,no
PPD ACT: an app-based genetic study of postpartum depression,I:000452318200003,2018,no
CREAPP K6-12: Tool to evaluate the creative potential of app oriented to the design of personal digital storytelling,I:000437493300018,2018,no
A scoring system to predict 5-year mortality in patients diagnosed with laryngeal glottic cancer,I:000439772700011,2018,no
Smart phone technologies and ecological momentary data: is this the way forward on depression management and research?,I:000429305600002,2018,no
Validation of the iPhone app using the force platform to estimate vertical jump height,I:000437188900006,2018,no
Management of the General Process of Parenteral Nutrition Using mHealth Technologies: Evaluation and Validation Study,I:000429192300002,2018,no
Health Information Technology Usability Evaluation Scale (Health-ITUES) for Usability Assessment of Mobile Health Technology: Validation Study,I:000433951300024,2018,no
Paediatric weight estimation by age in the digital era: optimising a necessary evil,I:000418535700020,2018,no
Assessment tool for the instructional design of simulation-based team training courses: the ID-SIM,I:000429732000004,2018,no
Usage of EpiFinder clinical decision support in the assessment of epilepsy,I:000432591100022,2018,no
Low Power Operation of Temperature-Modulated Metal Oxide Semiconductor Gas Sensors,I:000427544000022,2018,no
Assessing a novel way to measure step count while walking using a custom mobile phone application,I:000449374000023,2018,no
Astronaut Cardiovascular Health and Risk Modification (Astro-CHARM) Coronary Calcium Atherosclerotic Cardiovascular Disease Risk Calculator,I:000447973800014,2018,no
Do android developers neglect error handling? a maintenance-Centric study on the relationship between android abstractions and uncaught exceptions,I:000418979100001,2018,no
Smartphone App Using Mindfulness Meditation for Women With Chronic Pelvic Pain (MEMPHIS): Protocol for a Randomized Feasibility Trial,I:000432915700008,2018,no
"Training community healthcare workers on the use of information and communication technologies: a randomised controlled trial of traditional versus blended learning in Malawi, Africa",I:000428942000005,2018,no
Using a Mobile Device ``App{\{}''{\}} and Proximal Remote Sensing Technologies to Assess Soil Cover Fractions on Agricultural Fields,I:000428805300029,2018,no
Hearing Tests Based on Biologically Calibrated Mobile Devices: Comparison With Pure-Tone Audiometry,I:000433951300006,2018,no
Mobile Apps for Oral Health Promotion: Content Review and Heuristic Usability Analysis,I:000444187800001,2018,no
Development and Validation of a Multidisciplinary Mobile Care System for Patients With Advanced Gastrointestinal Cancer: Interventional Observation Study,I:000433584700006,2018,no
The reliability of vertical jump tests between the Vertec and My Jump phone application,I:000430597200005,2018,no
A Mobile App to Screen for Neurocognitive Impairment: Preliminary Validation of NeuroScreen Among HIV-Infected South African Adults,I:000433951300017,2018,no
Stakeholder engagement through gamification Effects of user motivation on psychological and behavioral stakeholder reactions,I:000423118200005,2018,no
Development of Whole Slide Imaging on Smartphones and Evaluation With ThinPrep Cytology Test Samples: Follow-Up Study,I:000429192300001,2018,no
Enhancing touch behavioral authentication via cost-based intelligent mechanism on smartphones,I:000448401600001,2018,no
Performance Analysis of Multi-Motion Sensor Behavior for Active Smartphone Authentication,I:000417725500004,2018,no
Development and Validation Study of the Internet Overuse Screening Questionnaire,I:000430823500005,2018,no
Urban infrastructure safety system based on mobile crowdsensing,I:000419493400039,2018,no
DEVELOPMENT AND VALIDATION OF REASONING-BASED MULTIPLE CHOICE TEST FOR MEASURING THE MASTERY OF CHEMISTRY,I:000437901900006,2018,no
THE SUITABILITY OF WILLIAM'S CREATIVITY INDICATORS WITH THE CREATIVITY-BASED WORKSHEET FOR THE JUNIOR HIGH SCHOOL STUDENTS ON DESIGNING SIMPLE DISTILLATION TOOL,I:000440606600006,2018,no
ESAP: Efficient and secure authentication protocol for roaming user in mobile communication networks,I:000433624400002,2018,no
Development and validation of a low-cost tracheostomy simulator,I:000431856200008,2018,no
Description and applications of a mobile system performing on-road aerosol remote sensing and in situ measurements,I:000441169000004,2018,no
Evaluation of Pavement Roughness Using an Android-Based Smartphone,I:000440541000007,2018,no
"Responsiveness, Reliability, and Minimally Important and Minimal Detectable Changes of 3 Electronic Patient-Reported Outcome Measures for Low Back Pain: Validation Study",I:000448104600001,2018,no
Space Chain A math game for training Geometric and Arithmetic Progressions,I:000434866100274,2018,no
Mobile Hearing Testing Applications and the Diagnosis of Sudden Sensorineural Hearing Loss: A Cautionary Tale,I:000428758900001,2018,no
Design and implementation of an attestation protocol for measured dynamic behavior,I:000450623900009,2018,no
CR Assisted IE Guarded Authenticated Biomedical Image Transactions,I:000447794100001,2018,no
"A new device-aided cognitive function test, User eXperience-Trail Making Test (UX-TMT), sensitively detects neuropsychological performance in patients with dementia and Parkinson's disease",I:000437468900003,2018,no
Use of mobile technology-based participatory mapping approaches to geolocate health facility attendees for disease surveillance in low resource settings,I:000435904400001,2018,no
"Estimate, a New iPad Application for Assessment of Plant Disease Severity Using Photographic Standard Area Diagrams",I:000423496600002,2018,no
The Accuracy of Smart Devices for Measuring Physical Activity in Daily Life: Validation Study,I:000453282900001,2018,no
Ensuring Android Execution Containers with Formal Methods,63090,2018,no
Offline Mobile Security,37303,2018,no
A developed mobile application for optimum facility location using center of gravity approach,33988,2018,no
Security Checking Experiments with Mobile Services,34938,2018,no
Application For Online Voting System Using Android Device,37284,2018,no
Thermal Modeling and Validation of a Real-World Mobile AP,04613,2018,no
An Empirical Analysis of Hazardous Uses of Android Shared Storage,87182,2018,no
A Geometry-Based Stochastic Channel Model for the Millimeter-Wave Band in a 3GPP High-Speed Train Scenario,63118,2018,no
Andro-Simnet: Android Malware Family Classification using Social Network Analysis,14216,2018,no
Adversarial Gait Detection on Mobile Devices Using Recurrent Neural Networks,55923,2018,no
In-Network QoE and KPI Monitoring of Mobile YouTube Traffic: Insights for Encrypted iOS Flows,84928,2018,no
Obfuscatable Anonymous Authentication Scheme for Mobile Crowd Sensing,61236,2018,no
Secure and Efficient Two-Party Signing Protocol for the Identity-Based Signature Scheme in the IEEE P1363 Standard for Public Key Cryptography,13160,2018,no
Multilevel Authentication using QR code based watermarking with mobile OTP and Hadamard transformation,54891,2018,no
Modeling Mobile User Actions for Purchase Recommendation Using Deep Memory Networks,igorijevic:2018:MMU:3209978.3210138,2018,no
Efficiently Manifesting Asynchronous Programming Errors in Android Apps,n:2018:EMA:3238147.3238170,2018,no
Test Case Generation from Android Mobile Applications Focusing on Context Events,man:2018:TCG:3185089.3185099,2018,no
CiD: Automating the Detection of API-related Compatibility Issues in Android Apps,:2018:CAD:3213846.3213857,2018,no
Mutode: Generic JavaScript and Node.Js Mutation Testing Tool,driguez-Baquero:2018:MGJ:3213846.3229504,2018,no
AEON: Android Encryption Based Obfuscation,ethanjali:2018:AAE:3176258.3176943,2018,no
ExtraSensory App: Data Collection In-the-Wild with Rich User Interface to Self-Report Behavior,izman:2018:EAD:3173574.3174128,2018,no
Mobile Crowdsourcing in the Wild: Challenges from a Global Community,i:2018:MCW:3236112.3236176,2018,no
CHIMP: Crowdsourcing Human Inputs for Mobile Phones,meida:2018:CCH:3178876.3186035,2018,no
